               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.047367,           0.0089887,           0.0072634,             0.96275,                   1,               0.995,             0.76786,            0.042161,           0.0038155,            0.003806,           0.0069112,           0.0069112,           0.0069112
                 158,            0.044152,           0.0073478,           0.0069555,              0.8512,             0.97867,               0.995,             0.82648,            0.040923,           0.0037745,           0.0037516,           0.0068914,           0.0068914,           0.0068914
                 159,            0.042432,           0.0073539,           0.0076055,             0.90988,                   1,             0.98936,             0.79559,            0.037183,           0.0035392,           0.0035941,           0.0068716,           0.0068716,           0.0068716
                 160,             0.04289,           0.0077421,           0.0081803,             0.90988,                   1,             0.98936,             0.79559,            0.037183,           0.0035392,           0.0035941,           0.0068518,           0.0068518,           0.0068518
                 161,            0.043304,           0.0080274,           0.0080807,             0.98908,                   1,               0.995,             0.80573,            0.033619,           0.0033989,            0.003575,            0.006832,            0.006832,            0.006832
                 162,            0.037376,           0.0083556,           0.0065156,             0.93528,                   1,             0.99273,             0.78408,             0.04382,           0.0039191,           0.0036836,           0.0068122,           0.0068122,           0.0068122
                 163,            0.044832,           0.0080222,           0.0061447,             0.93528,                   1,             0.99273,             0.78408,             0.04382,           0.0039191,           0.0036836,           0.0067924,           0.0067924,           0.0067924
                 164,            0.043142,           0.0085772,           0.0094853,             0.98707,                   1,               0.995,             0.85684,            0.039529,           0.0036296,           0.0036046,           0.0067726,           0.0067726,           0.0067726
                 165,            0.038509,            0.007199,           0.0064604,             0.97335,                   1,               0.995,             0.62168,            0.041828,           0.0037846,           0.0036107,           0.0067528,           0.0067528,           0.0067528
                 166,            0.046836,           0.0079453,           0.0068387,             0.97335,                   1,               0.995,             0.62168,            0.041828,           0.0037846,           0.0036107,            0.006733,            0.006733,            0.006733
                 167,            0.041897,           0.0074711,           0.0075859,             0.98422,                   1,               0.995,             0.83207,            0.033272,           0.0033905,           0.0035759,           0.0067132,           0.0067132,           0.0067132
                 168,            0.036194,           0.0076367,           0.0085378,             0.81871,                   1,             0.98413,             0.58261,            0.043552,           0.0038166,           0.0034239,           0.0066934,           0.0066934,           0.0066934
                 169,            0.046652,           0.0078366,            0.008108,             0.81871,                   1,             0.98413,             0.58261,            0.043552,           0.0038166,           0.0034239,           0.0066736,           0.0066736,           0.0066736
                 170,             0.04503,           0.0089649,           0.0088987,             0.97076,             0.98437,             0.99262,              0.5695,            0.037846,           0.0035089,           0.0036982,           0.0066538,           0.0066538,           0.0066538
                 171,            0.042005,           0.0084112,           0.0077053,             0.81842,                   1,             0.99381,             0.55801,            0.045615,            0.003988,           0.0034064,            0.006634,            0.006634,            0.006634
                 172,            0.046504,           0.0084562,           0.0056899,             0.81842,                   1,             0.99381,             0.55801,            0.045615,            0.003988,           0.0034064,           0.0066142,           0.0066142,           0.0066142
                 173,            0.042027,           0.0080135,           0.0092979,             0.90756,                   1,               0.995,             0.75921,            0.039005,           0.0036696,           0.0034041,           0.0065944,           0.0065944,           0.0065944
                 174,            0.038952,           0.0076936,           0.0067407,               0.969,                   1,               0.995,             0.64858,             0.04152,           0.0038087,           0.0033745,           0.0065746,           0.0065746,           0.0065746
                 175,             0.04759,           0.0082812,           0.0077541,               0.969,                   1,               0.995,             0.64858,             0.04152,           0.0038087,           0.0033745,           0.0065548,           0.0065548,           0.0065548
                 176,            0.044691,           0.0069985,           0.0075295,             0.90878,                   1,             0.99262,             0.74919,            0.038371,           0.0036569,           0.0034206,            0.006535,            0.006535,            0.006535
                 177,            0.041034,            0.008002,           0.0063957,             0.98217,                   1,               0.995,             0.82507,            0.039883,           0.0036105,           0.0033496,           0.0065152,           0.0065152,           0.0065152
                 178,            0.042091,           0.0077168,           0.0079757,             0.98217,                   1,               0.995,             0.82507,            0.039883,           0.0036105,           0.0033496,           0.0064954,           0.0064954,           0.0064954
                 179,            0.041483,            0.008326,           0.0086444,             0.98667,                   1,               0.995,             0.86356,            0.035634,           0.0034398,           0.0033947,           0.0064756,           0.0064756,           0.0064756
                 180,            0.037371,           0.0073111,           0.0058528,             0.96463,             0.98843,             0.99381,             0.87964,            0.036618,           0.0034434,           0.0033624,           0.0064558,           0.0064558,           0.0064558
                 181,            0.040966,           0.0081176,           0.0070344,             0.96463,             0.98843,             0.99381,             0.87964,            0.036618,           0.0034434,           0.0033624,            0.006436,            0.006436,            0.006436
                 182,            0.039402,           0.0075476,           0.0089104,             0.98633,             0.99952,               0.995,             0.89244,             0.03394,           0.0032857,            0.003352,           0.0064162,           0.0064162,           0.0064162
                 183,            0.034654,           0.0079616,           0.0067125,             0.98758,             0.99564,               0.995,             0.85603,            0.033426,           0.0033146,            0.003423,           0.0063964,           0.0063964,           0.0063964
                 184,             0.03877,           0.0090555,           0.0067954,             0.98758,             0.99564,               0.995,             0.85603,            0.033426,           0.0033146,            0.003423,           0.0063766,           0.0063766,           0.0063766
                 185,            0.035161,           0.0075513,           0.0090631,             0.97098,               0.975,             0.98852,             0.86849,             0.03324,           0.0032903,           0.0043151,           0.0063568,           0.0063568,           0.0063568
                 186,            0.035392,           0.0077553,           0.0075108,             0.87814,               0.975,             0.98429,             0.78038,            0.039995,           0.0036679,           0.0047862,            0.006337,            0.006337,            0.006337
                 187,            0.042393,           0.0084903,           0.0079637,             0.87814,               0.975,             0.98429,             0.78038,            0.039995,           0.0036679,           0.0047862,           0.0063172,           0.0063172,           0.0063172
                 188,            0.038574,           0.0081059,           0.0075365,             0.77309,             0.97896,               0.995,             0.90426,            0.038012,           0.0034833,           0.0032748,           0.0062974,           0.0062974,           0.0062974
                 189,            0.035511,           0.0076314,           0.0070839,             0.98498,                   1,               0.995,             0.80762,            0.043236,           0.0038893,           0.0030706,           0.0062776,           0.0062776,           0.0062776
                 190,            0.044322,           0.0083531,           0.0060414,             0.98498,                   1,               0.995,             0.80762,            0.043236,           0.0038893,           0.0030706,           0.0062578,           0.0062578,           0.0062578
                 191,            0.040609,           0.0089161,           0.0078265,             0.95611,                   1,               0.995,             0.92062,             0.03803,           0.0036222,           0.0030609,            0.006238,            0.006238,            0.006238
                 192,            0.034926,           0.0088769,           0.0048546,              0.9881,                   1,               0.995,             0.81763,            0.036035,           0.0035248,           0.0030703,           0.0062182,           0.0062182,           0.0062182
                 193,            0.034252,           0.0087159,           0.0055169,              0.9881,                   1,               0.995,             0.81763,            0.036035,           0.0035248,           0.0030703,           0.0061984,           0.0061984,           0.0061984
                 194,            0.034477,           0.0071617,           0.0083344,             0.98377,                   1,               0.995,              0.8878,            0.032508,           0.0033698,           0.0030622,           0.0061786,           0.0061786,           0.0061786
                 195,            0.032447,           0.0078172,           0.0080019,             0.98515,                   1,               0.995,             0.75751,            0.033474,           0.0035572,           0.0030769,           0.0061588,           0.0061588,           0.0061588
                 196,            0.034879,           0.0091668,           0.0074875,             0.98515,                   1,               0.995,             0.75751,            0.033474,           0.0035572,           0.0030769,            0.006139,            0.006139,            0.006139
                 197,            0.031767,           0.0072192,           0.0064425,             0.98726,                   1,               0.995,             0.90154,            0.028587,           0.0032412,           0.0030809,           0.0061192,           0.0061192,           0.0061192
                 198,            0.027082,           0.0068586,           0.0054821,             0.98549,                   1,               0.995,             0.73135,            0.038082,           0.0036324,           0.0030088,           0.0060994,           0.0060994,           0.0060994
                 199,            0.036712,           0.0080504,           0.0058681,             0.98549,                   1,               0.995,             0.73135,            0.038082,           0.0036324,           0.0030088,           0.0060796,           0.0060796,           0.0060796
                 200,            0.032987,           0.0076396,           0.0078355,             0.98773,                   1,               0.995,             0.82876,            0.033219,           0.0033188,           0.0030144,           0.0060598,           0.0060598,           0.0060598
                 201,            0.028947,           0.0068026,            0.007441,              0.9122,                   1,               0.995,             0.71323,            0.043418,           0.0040314,           0.0030054,             0.00604,             0.00604,             0.00604
                 202,            0.042805,           0.0078663,           0.0066746,              0.9122,                   1,               0.995,             0.71323,            0.043418,           0.0040314,           0.0030054,           0.0060202,           0.0060202,           0.0060202
                 203,            0.038641,           0.0069073,           0.0079223,             0.96962,                   1,               0.995,             0.87102,             0.03701,           0.0036851,           0.0030105,           0.0060004,           0.0060004,           0.0060004
                 204,            0.033911,            0.006844,           0.0060841,              0.9941,                   1,               0.995,             0.74711,            0.037685,           0.0037355,           0.0030321,           0.0059806,           0.0059806,           0.0059806
                 205,            0.033119,           0.0076744,           0.0095455,              0.9941,                   1,               0.995,             0.74711,            0.037685,           0.0037355,           0.0030321,           0.0059608,           0.0059608,           0.0059608
                 206,            0.032792,            0.006807,             0.01196,             0.98082,                   1,               0.995,             0.74276,            0.034722,           0.0035912,           0.0031814,            0.005941,            0.005941,            0.005941
                 207,             0.02955,           0.0093847,            0.012691,             0.99606,                   1,               0.995,             0.86205,            0.031097,           0.0033697,           0.0033079,           0.0059212,           0.0059212,           0.0059212
                 208,            0.030989,           0.0089182,           0.0087433,             0.99606,                   1,               0.995,             0.86205,            0.031097,           0.0033697,           0.0033079,           0.0059014,           0.0059014,           0.0059014
                 209,            0.027089,           0.0076215,            0.009558,             0.99635,                   1,               0.995,             0.88517,            0.025725,           0.0031536,            0.003302,           0.0058816,           0.0058816,           0.0058816
                 210,            0.024937,           0.0080403,           0.0079063,             0.99559,                   1,               0.995,             0.68293,            0.035366,           0.0035696,           0.0032248,           0.0058618,           0.0058618,           0.0058618
                 211,             0.03153,            0.008408,           0.0090577,             0.99559,                   1,               0.995,             0.68293,            0.035366,           0.0035696,           0.0032248,            0.005842,            0.005842,            0.005842
                 212,            0.029413,           0.0096303,           0.0084226,             0.99552,                   1,               0.995,             0.75842,            0.029977,           0.0033493,           0.0032181,           0.0058222,           0.0058222,           0.0058222
                 213,            0.024797,           0.0076257,           0.0059335,             0.99022,             0.99523,               0.995,             0.72353,            0.031761,           0.0035668,            0.003146,           0.0058024,           0.0058024,           0.0058024
                 214,            0.029248,           0.0071267,           0.0063732,             0.99022,             0.99523,               0.995,             0.72353,            0.031761,           0.0035668,            0.003146,           0.0057826,           0.0057826,           0.0057826
                 215,            0.028272,           0.0093055,           0.0065354,             0.99569,                   1,               0.995,             0.74413,             0.02655,           0.0034278,           0.0031414,           0.0057628,           0.0057628,           0.0057628
                 216,            0.028882,           0.0083486,           0.0076464,             0.99622,                   1,               0.995,             0.79212,            0.031365,           0.0034519,            0.003098,            0.005743,            0.005743,            0.005743
                 217,            0.026972,           0.0078814,           0.0055087,             0.99622,                   1,               0.995,             0.79212,            0.031365,           0.0034519,            0.003098,           0.0057232,           0.0057232,           0.0057232
                 218,            0.026149,           0.0072783,           0.0078476,             0.99605,                   1,               0.995,             0.79776,             0.02534,           0.0031575,           0.0030565,           0.0057034,           0.0057034,           0.0057034
                 219,            0.023938,           0.0079411,           0.0065592,              0.9945,                   1,               0.995,             0.79679,            0.027957,           0.0034299,           0.0029772,           0.0056836,           0.0056836,           0.0056836
                 220,            0.028653,           0.0078907,           0.0053101,              0.9945,                   1,               0.995,             0.79679,            0.027957,           0.0034299,           0.0029772,           0.0056638,           0.0056638,           0.0056638
                 221,            0.028351,           0.0073572,           0.0060231,             0.99523,                   1,               0.995,             0.81487,            0.020437,           0.0030262,           0.0029501,            0.005644,            0.005644,            0.005644
                 222,            0.024861,           0.0070967,           0.0050885,             0.99148,                   1,               0.995,             0.81164,            0.029681,           0.0032528,           0.0028787,           0.0056242,           0.0056242,           0.0056242
                 223,            0.033292,           0.0078004,           0.0056974,             0.99148,                   1,               0.995,             0.81164,            0.029681,           0.0032528,           0.0028787,           0.0056044,           0.0056044,           0.0056044
                 224,            0.028818,           0.0075056,           0.0075555,             0.99549,                   1,               0.995,             0.89982,            0.023564,            0.002895,           0.0028438,           0.0055846,           0.0055846,           0.0055846
                 225,            0.023207,           0.0067654,             0.00595,             0.99549,                   1,               0.995,             0.73502,             0.02841,           0.0034751,           0.0027471,           0.0055648,           0.0055648,           0.0055648
                 226,            0.030827,           0.0067199,           0.0055122,             0.99549,                   1,               0.995,             0.73502,             0.02841,           0.0034751,           0.0027471,            0.005545,            0.005545,            0.005545
                 227,            0.029951,           0.0076002,             0.00676,             0.99498,                   1,               0.995,             0.78793,            0.020689,           0.0033317,            0.002757,           0.0055252,           0.0055252,           0.0055252
                 228,            0.029008,           0.0080274,           0.0069288,             0.99556,                   1,               0.995,             0.81231,            0.022998,           0.0031696,           0.0027441,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024773,           0.0065716,           0.0053976,             0.99556,                   1,               0.995,             0.81231,            0.022998,           0.0031696,           0.0027441,           0.0054856,           0.0054856,           0.0054856
                 230,            0.023993,           0.0067504,           0.0054926,             0.99552,                   1,               0.995,             0.87949,            0.018796,           0.0031237,           0.0027426,           0.0054658,           0.0054658,           0.0054658
                 231,            0.023368,           0.0080017,           0.0075924,             0.76815,                   1,               0.995,             0.78681,            0.031477,           0.0037342,           0.0027007,            0.005446,            0.005446,            0.005446
                 232,            0.029819,           0.0084799,            0.006838,             0.76815,                   1,               0.995,             0.78681,            0.031477,           0.0037342,           0.0027007,           0.0054262,           0.0054262,           0.0054262
                 233,             0.02607,           0.0070742,           0.0053516,             0.76817,                   1,             0.99273,             0.89864,             0.02333,           0.0033762,           0.0027232,           0.0054064,           0.0054064,           0.0054064
                 234,            0.023845,           0.0072934,           0.0052465,             0.99656,                   1,               0.995,             0.75264,            0.028763,           0.0033585,           0.0026976,           0.0053866,           0.0053866,           0.0053866
                 235,            0.028528,           0.0072477,           0.0083239,             0.99656,                   1,               0.995,             0.75264,            0.028763,           0.0033585,           0.0026976,           0.0053668,           0.0053668,           0.0053668
                 236,            0.025268,           0.0076723,           0.0069338,              0.9967,                   1,               0.995,              0.8635,            0.021589,            0.003122,           0.0027317,            0.005347,            0.005347,            0.005347
                 237,            0.019435,           0.0073153,            0.005641,             0.99679,                   1,               0.995,             0.76676,            0.027484,           0.0034317,           0.0027105,           0.0053272,           0.0053272,           0.0053272
                 238,             0.02879,           0.0077979,           0.0063931,             0.99679,                   1,               0.995,             0.76676,            0.027484,           0.0034317,           0.0027105,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024899,            0.008047,           0.0078176,             0.75329,                   1,             0.98786,             0.69519,            0.019818,            0.003405,           0.0027607,           0.0052876,           0.0052876,           0.0052876
                 240,            0.022875,           0.0073942,           0.0064909,             0.99648,                   1,               0.995,             0.84474,            0.026122,           0.0032822,           0.0027963,           0.0052678,           0.0052678,           0.0052678
                 241,            0.029153,           0.0068727,            0.006255,             0.99648,                   1,               0.995,             0.84474,            0.026122,           0.0032822,           0.0027963,            0.005248,            0.005248,            0.005248
                 242,            0.025581,           0.0074602,           0.0051164,             0.99645,                   1,               0.995,             0.83178,            0.022259,           0.0031609,            0.002861,           0.0052282,           0.0052282,           0.0052282
                 243,            0.024659,            0.007165,           0.0069567,              0.9969,                   1,               0.995,             0.81252,            0.022113,           0.0034217,           0.0028339,           0.0052084,           0.0052084,           0.0052084
                 244,            0.026621,           0.0071254,           0.0057986,              0.9969,                   1,               0.995,             0.81252,            0.022113,           0.0034217,           0.0028339,           0.0051886,           0.0051886,           0.0051886
                 245,             0.02313,           0.0069207,           0.0065347,             0.99705,                   1,               0.995,             0.91947,            0.015103,           0.0030709,           0.0028864,           0.0051688,           0.0051688,           0.0051688
                 246,            0.020709,            0.006663,           0.0055318,             0.99694,                   1,               0.995,             0.76118,             0.02414,           0.0032864,           0.0029012,            0.005149,            0.005149,            0.005149
                 247,            0.026538,           0.0071196,           0.0059865,             0.99694,                   1,               0.995,             0.76118,             0.02414,           0.0032864,           0.0029012,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023345,             0.00781,           0.0051717,             0.99718,                   1,               0.995,             0.81186,            0.019871,           0.0031037,           0.0029262,           0.0051094,           0.0051094,           0.0051094
                 249,            0.020035,           0.0067742,           0.0081251,             0.99635,                   1,               0.995,             0.84456,            0.024171,           0.0034431,           0.0029102,           0.0050896,           0.0050896,           0.0050896
                 250,            0.030359,            0.008694,           0.0064837,             0.99635,                   1,               0.995,             0.84456,            0.024171,           0.0034431,           0.0029102,           0.0050698,           0.0050698,           0.0050698
                 251,            0.026935,           0.0081116,           0.0053798,             0.99602,                   1,               0.995,             0.92616,            0.015794,           0.0030959,           0.0028936,             0.00505,             0.00505,             0.00505
                 252,            0.022789,           0.0080317,           0.0048078,             0.99637,                   1,               0.995,             0.81416,            0.021184,           0.0032274,           0.0028673,           0.0050302,           0.0050302,           0.0050302
                 253,            0.027326,           0.0076341,           0.0075129,             0.99637,                   1,               0.995,             0.81416,            0.021184,           0.0032274,           0.0028673,           0.0050104,           0.0050104,           0.0050104
                 254,            0.023748,           0.0066995,           0.0056487,             0.99725,                   1,               0.995,             0.81179,             0.02046,           0.0031704,           0.0028376,           0.0049906,           0.0049906,           0.0049906
                 255,            0.022459,           0.0064429,           0.0056561,             0.99721,                   1,               0.995,             0.92572,            0.021172,           0.0035215,           0.0028386,           0.0049708,           0.0049708,           0.0049708
                 256,            0.025602,           0.0069608,           0.0044697,             0.99721,                   1,               0.995,             0.92572,            0.021172,           0.0035215,           0.0028386,            0.004951,            0.004951,            0.004951
                 257,            0.023096,           0.0070874,           0.0059398,             0.99697,                   1,               0.995,             0.93388,            0.016421,           0.0031374,           0.0028153,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019549,           0.0076843,           0.0059819,             0.99693,                   1,               0.995,             0.93865,            0.023832,           0.0033897,           0.0027801,           0.0049114,           0.0049114,           0.0049114
                 259,            0.026542,           0.0074665,           0.0040708,             0.99693,                   1,               0.995,             0.93865,            0.023832,           0.0033897,           0.0027801,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025302,            0.006565,           0.0057934,             0.99663,                   1,               0.995,             0.92613,            0.020526,           0.0031746,           0.0027708,           0.0048718,           0.0048718,           0.0048718
                 261,            0.022684,           0.0057841,           0.0043844,             0.99629,                   1,               0.995,             0.88488,            0.022031,            0.003302,           0.0027754,            0.004852,            0.004852,            0.004852
                 262,            0.023187,           0.0074491,           0.0060387,             0.99629,                   1,               0.995,             0.88488,            0.022031,            0.003302,           0.0027754,           0.0048322,           0.0048322,           0.0048322
                 263,            0.021165,           0.0067162,           0.0052951,             0.99582,                   1,               0.995,             0.92712,            0.018081,           0.0030581,            0.002781,           0.0048124,           0.0048124,           0.0048124
                 264,            0.019513,           0.0068697,           0.0045678,             0.99549,                   1,               0.995,             0.78835,            0.021586,           0.0033785,           0.0027966,           0.0047926,           0.0047926,           0.0047926
                 265,            0.024983,           0.0074012,            0.004539,             0.99549,                   1,               0.995,             0.78835,            0.021586,           0.0033785,           0.0027966,           0.0047728,           0.0047728,           0.0047728
                 266,            0.021946,           0.0072136,           0.0042757,             0.99495,                   1,               0.995,             0.88501,             0.01798,            0.003171,           0.0027903,            0.004753,            0.004753,            0.004753
                 267,            0.020505,           0.0073639,           0.0055324,             0.97245,                   1,               0.995,             0.89936,            0.024699,            0.003195,           0.0027713,           0.0047332,           0.0047332,           0.0047332
                 268,            0.027553,            0.006388,           0.0056256,             0.97245,                   1,               0.995,             0.89936,            0.024699,            0.003195,           0.0027713,           0.0047134,           0.0047134,           0.0047134
                 269,            0.022782,           0.0066881,            0.005079,              0.9946,                   1,               0.995,             0.90669,            0.017003,           0.0029464,           0.0027741,           0.0046936,           0.0046936,           0.0046936
                 270,            0.018694,           0.0065707,           0.0069076,             0.99465,                   1,               0.995,             0.93081,             0.01919,           0.0030536,           0.0027688,           0.0046738,           0.0046738,           0.0046738
                 271,            0.024261,           0.0057218,            0.006947,             0.99465,                   1,               0.995,             0.93081,             0.01919,           0.0030536,           0.0027688,            0.004654,            0.004654,            0.004654
                 272,            0.024068,           0.0059513,           0.0050292,             0.99433,                   1,               0.995,              0.9254,            0.018818,            0.002929,            0.002752,           0.0046342,           0.0046342,           0.0046342
                 273,            0.020664,           0.0068227,           0.0045704,             0.99446,                   1,               0.995,             0.76492,            0.022121,           0.0034137,           0.0027475,           0.0046144,           0.0046144,           0.0046144
                 274,             0.02634,            0.007782,           0.0045552,             0.99446,                   1,               0.995,             0.76492,            0.022121,           0.0034137,           0.0027475,           0.0045946,           0.0045946,           0.0045946
                 275,            0.023846,           0.0068601,            0.006267,              0.9942,                   1,               0.995,              0.8943,            0.016236,           0.0031063,           0.0027345,           0.0045748,           0.0045748,           0.0045748
                 276,            0.020545,           0.0080037,           0.0044378,             0.99423,                   1,               0.995,               0.854,            0.018795,           0.0031193,            0.002719,            0.004555,            0.004555,            0.004555
                 277,             0.02362,           0.0077063,           0.0053627,             0.99423,                   1,               0.995,               0.854,            0.018795,           0.0031193,            0.002719,           0.0045352,           0.0045352,           0.0045352
                 278,            0.020187,           0.0079565,           0.0059532,             0.99464,                   1,               0.995,             0.90351,            0.013587,           0.0029396,           0.0027143,           0.0045154,           0.0045154,           0.0045154
                 279,            0.017147,           0.0071718,           0.0052905,             0.99512,                   1,               0.995,             0.84673,             0.02066,           0.0029124,           0.0027027,           0.0044956,           0.0044956,           0.0044956
                 280,            0.022538,           0.0061804,           0.0042229,             0.99512,                   1,               0.995,             0.84673,             0.02066,           0.0029124,           0.0027027,           0.0044758,           0.0044758,           0.0044758
                 281,            0.020022,           0.0065552,            0.005864,             0.99533,                   1,               0.995,             0.93155,            0.017214,           0.0027022,           0.0026812,            0.004456,            0.004456,            0.004456
                 282,            0.016113,           0.0067535,            0.004105,             0.99536,                   1,               0.995,             0.87019,            0.021966,           0.0032193,           0.0026463,           0.0044362,           0.0044362,           0.0044362
                 283,            0.026717,           0.0077707,           0.0046233,             0.99536,                   1,               0.995,             0.87019,            0.021966,           0.0032193,           0.0026463,           0.0044164,           0.0044164,           0.0044164
                 284,            0.023378,           0.0072443,            0.004294,             0.99556,                   1,               0.995,             0.92406,            0.017882,           0.0028573,           0.0026146,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019718,           0.0064292,           0.0045292,             0.99589,                   1,               0.995,             0.90123,            0.019089,           0.0029765,           0.0025867,           0.0043768,           0.0043768,           0.0043768
                 286,            0.023274,           0.0070594,           0.0055673,             0.99589,                   1,               0.995,             0.90123,            0.019089,           0.0029765,           0.0025867,            0.004357,            0.004357,            0.004357
                 287,            0.021155,           0.0075448,           0.0050821,             0.99593,                   1,               0.995,             0.93236,            0.014702,           0.0028452,           0.0025777,           0.0043372,           0.0043372,           0.0043372
                 288,            0.019701,           0.0064497,            0.005125,             0.99604,                   1,               0.995,             0.85516,            0.018904,           0.0032036,           0.0025855,           0.0043174,           0.0043174,           0.0043174
                 289,            0.023375,             0.00737,           0.0044628,             0.99604,                   1,               0.995,             0.85516,            0.018904,           0.0032036,           0.0025855,           0.0042976,           0.0042976,           0.0042976
                 290,            0.020206,           0.0069939,           0.0043245,             0.99592,                   1,               0.995,             0.92182,            0.018589,           0.0030958,           0.0025874,           0.0042778,           0.0042778,           0.0042778
                 291,            0.018876,           0.0066107,           0.0040959,             0.99633,                   1,               0.995,             0.89599,             0.01607,           0.0028567,           0.0025913,            0.004258,            0.004258,            0.004258
                 292,            0.022634,           0.0070228,           0.0048695,             0.99633,                   1,               0.995,             0.89599,             0.01607,           0.0028567,           0.0025913,           0.0042382,           0.0042382,           0.0042382
                 293,            0.019477,           0.0056684,           0.0039218,             0.99636,                   1,               0.995,             0.89622,            0.014465,           0.0029323,           0.0025882,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017259,           0.0072577,           0.0047035,              0.9968,                   1,               0.995,             0.89872,            0.024849,           0.0032172,             0.00257,           0.0041986,           0.0041986,           0.0041986
                 295,              0.0272,           0.0073272,           0.0037729,              0.9968,                   1,               0.995,             0.89872,            0.024849,           0.0032172,             0.00257,           0.0041788,           0.0041788,           0.0041788
                 296,            0.024234,           0.0071347,           0.0050689,             0.99678,                   1,               0.995,             0.89463,            0.023542,           0.0031281,           0.0025688,            0.004159,            0.004159,            0.004159
                 297,            0.020378,           0.0066579,           0.0036444,             0.99703,                   1,               0.995,              0.8655,            0.014811,           0.0029789,           0.0025982,           0.0041392,           0.0041392,           0.0041392
                 298,            0.023474,           0.0066964,           0.0047435,             0.99703,                   1,               0.995,              0.8655,            0.014811,           0.0029789,           0.0025982,           0.0041194,           0.0041194,           0.0041194
                 299,            0.021452,            0.007222,           0.0052746,               0.997,                   1,               0.995,             0.91573,            0.013753,           0.0027854,            0.002593,           0.0040996,           0.0040996,           0.0040996
                 300,            0.019159,           0.0064295,           0.0063868,             0.99696,                   1,               0.995,             0.84704,            0.017242,           0.0029541,           0.0026063,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018071,           0.0068812,            0.004402,             0.99696,                   1,               0.995,             0.84704,            0.017242,           0.0029541,           0.0026063,             0.00406,             0.00406,             0.00406
                 302,            0.016925,             0.00686,           0.0056414,             0.99663,                   1,               0.995,             0.95446,            0.016247,           0.0027767,           0.0026113,           0.0040402,           0.0040402,           0.0040402
                 303,            0.016488,           0.0064296,           0.0061904,             0.99708,                   1,               0.995,             0.88639,            0.019611,           0.0031369,           0.0026157,           0.0040204,           0.0040204,           0.0040204
                 304,            0.021464,           0.0066471,           0.0064799,             0.99708,                   1,               0.995,             0.88639,            0.019611,           0.0031369,           0.0026157,           0.0040006,           0.0040006,           0.0040006
                 305,             0.02049,           0.0069881,           0.0038336,             0.99732,                   1,               0.995,             0.87911,            0.019546,           0.0029367,           0.0025969,           0.0039808,           0.0039808,           0.0039808
                 306,            0.018523,           0.0068993,           0.0034727,               0.997,                   1,               0.995,             0.88418,            0.015884,           0.0029837,            0.002614,            0.003961,            0.003961,            0.003961
                 307,            0.020578,           0.0074537,           0.0048267,               0.997,                   1,               0.995,             0.88418,            0.015884,           0.0029837,            0.002614,           0.0039412,           0.0039412,           0.0039412
                 308,             0.01853,           0.0062969,           0.0052712,              0.9969,                   1,               0.995,             0.93428,            0.013837,           0.0027782,           0.0025967,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016155,           0.0073233,           0.0052868,             0.99729,                   1,               0.995,             0.88234,            0.019243,            0.003005,           0.0025762,           0.0039016,           0.0039016,           0.0039016
                 310,            0.025304,           0.0073579,           0.0075759,             0.99729,                   1,               0.995,             0.88234,            0.019243,            0.003005,           0.0025762,           0.0038818,           0.0038818,           0.0038818
                 311,            0.020716,           0.0063077,           0.0053569,             0.99713,                   1,               0.995,             0.93401,            0.012271,           0.0026222,            0.002546,            0.003862,            0.003862,            0.003862
                 312,             0.01662,           0.0067579,           0.0048613,             0.99689,                   1,               0.995,             0.84399,            0.020186,           0.0029374,           0.0025309,           0.0038422,           0.0038422,           0.0038422
                 313,             0.02344,           0.0061741,           0.0037156,             0.99689,                   1,               0.995,             0.84399,            0.020186,           0.0029374,           0.0025309,           0.0038224,           0.0038224,           0.0038224
                 314,            0.022429,           0.0058707,           0.0046008,             0.99658,                   1,               0.995,             0.94364,            0.018163,           0.0027249,           0.0025085,           0.0038026,           0.0038026,           0.0038026
                 315,             0.01942,            0.005515,           0.0085837,              0.9966,                   1,               0.995,             0.95461,            0.017718,           0.0029328,           0.0024753,           0.0037828,           0.0037828,           0.0037828
                 316,             0.01995,           0.0064885,           0.0038457,              0.9966,                   1,               0.995,             0.95461,            0.017718,           0.0029328,           0.0024753,            0.003763,            0.003763,            0.003763
                 317,             0.01849,            0.006872,           0.0051359,              0.9966,                   1,               0.995,             0.96402,            0.013129,           0.0026992,           0.0024608,           0.0037432,           0.0037432,           0.0037432
                 318,            0.018386,           0.0060768,           0.0057849,             0.99645,                   1,               0.995,             0.95219,            0.015083,           0.0027605,           0.0024408,           0.0037234,           0.0037234,           0.0037234
